tweet_id,intent,route,action,reason,final_draft,unsupported,quality_flags,n_usable,chars
323828,battery_drain,policy_fact,auto_handle,canned_template:battery_drain,"Settings > Battery shows which apps have used the most battery - worth starting there. Turning Low Power Mode on helps, and so does turning off Background App Refresh for apps that don't need it. It's also worth checking Settings > General > Software Update for a pending update.",[],[],4,279
736446,battery_drain,policy_fact,auto_handle,canned_template:battery_drain,"Settings > Battery shows which apps have used the most battery - worth starting there. Turning Low Power Mode on helps, and so does turning off Background App Refresh for apps that don't need it. It's also worth checking Settings > General > Software Update for a pending update.",[],[],4,279
2056531,ios_version_downgrade,policy_fact,auto_handle,stated_policy_fact:ios_version_downgrade,Downgrading to an older iOS version is not supported once the previous version is no longer signed by Apple.,[],[],0,108
2974488,ios_version_downgrade,policy_fact,auto_handle,stated_policy_fact:ios_version_downgrade,Downgrading to a previous iOS version is not supported once Apple stops signing the previous build.,[],[],0,99
1896885,ios_version_downgrade,policy_fact,auto_handle,stated_policy_fact:ios_version_downgrade,Downgrading to iOS 10 is not supported once Apple stops signing the previous iOS build.,[],[],0,87
2014915,ios_version_downgrade,policy_fact,auto_handle,stated_policy_fact:ios_version_downgrade,Downgrading is not supported once Apple stops signing the previous iOS build.,[],[],0,77
1124392,ios_version_downgrade,policy_fact,auto_handle,stated_policy_fact:ios_version_downgrade,Downgrading to an older iOS version is not supported once Apple stops signing the previous build.,[],[],0,97
2042568,ios_version_downgrade,policy_fact,auto_handle,stated_policy_fact:ios_version_downgrade,Downgrading to a previous iOS version is not supported once Apple stops signing the previous build.,[],[],0,99
1168864,ios_version_downgrade,policy_fact,auto_handle,stated_policy_fact:ios_version_downgrade,Downgrading is not supported once Apple stops signing the previous iOS build.,[],[],0,77
2940417,ios_version_downgrade,policy_fact,auto_handle,stated_policy_fact:ios_version_downgrade,Downgrading is not supported once Apple stops signing the previous iOS build.,[],[],0,77
286865,ios_version_downgrade,policy_fact,auto_handle,stated_policy_fact:ios_version_downgrade,Downgrading to a previous iOS version is not supported once Apple stops signing the previous build.,[],[],0,99
2042603,ios_version_downgrade,policy_fact,auto_handle,stated_policy_fact:ios_version_downgrade,Downgrading to a previous iOS version is not supported once Apple stops signing the previous build.,[],[],0,99
2079084,ios_version_downgrade,policy_fact,auto_handle,stated_policy_fact:ios_version_downgrade,Downgrading to a previous iOS version is not supported once Apple stops signing the previous build.,[],[],0,99
2078761,ios_version_downgrade,policy_fact,auto_handle,stated_policy_fact:ios_version_downgrade,Downgrading to a previous iOS version is not supported once Apple stops signing the previous build.,[],[],0,99
2271732,ios_version_downgrade,policy_fact,auto_handle,stated_policy_fact:ios_version_downgrade,Downgrading is not supported once Apple stops signing the previous iOS build.,[],[],0,77
852988,ios_version_downgrade,policy_fact,auto_handle,stated_policy_fact:ios_version_downgrade,Downgrading is not supported once Apple stops signing the previous iOS build.,[],[],0,77
593595,ios_version_downgrade,policy_fact,auto_handle,stated_policy_fact:ios_version_downgrade,Downgrading to an older iOS version is not supported once Apple stops signing the previous build.,[],[],0,97
2983589,ios_version_downgrade,policy_fact,auto_handle,stated_policy_fact:ios_version_downgrade,Downgrading to an older iOS version is not supported once Apple stops signing the previous build.,[],[],0,97
1875717,ios_version_downgrade,policy_fact,auto_handle,stated_policy_fact:ios_version_downgrade,Downgrading to a previous iOS version is not supported once Apple stops signing the previous build.,[],[],0,99
1887771,ios_version_downgrade,policy_fact,auto_handle,stated_policy_fact:ios_version_downgrade,Downgrading to an older iOS version is not supported once the previous build is no longer signed.,[],[],0,97
2206903,non_english,no_draft_policy,escalate,"escalate: language redirect (taxonomy section 6, always escalate)",,[],[],1,65
1086844,non_english,no_draft_policy,escalate,"escalate: language redirect (taxonomy section 6, always escalate)",,[],[],4,65
559008,non_english,no_draft_policy,escalate,"escalate: language redirect (taxonomy section 6, always escalate)",,[],[],0,65
431380,non_english,no_draft_policy,escalate,"escalate: language redirect (taxonomy section 6, always escalate)",,[],[],2,65
851244,non_english,no_draft_policy,escalate,"escalate: language redirect (taxonomy section 6, always escalate)",,[],[],2,65
957224,non_english,no_draft_policy,escalate,"escalate: language redirect (taxonomy section 6, always escalate)",,[],[],0,65
904087,non_english,no_draft_policy,escalate,"escalate: language redirect (taxonomy section 6, always escalate)",,[],[],1,65
2572060,out_of_scope,no_draft_policy,escalate,"escalate: out of scope, no retrieval grounding permitted (taxonomy section 7)",,[],[],0,77
1649584,out_of_scope,escalate_override,escalate,safety_override:phishing_or_scam,,[],[],0,32
694216,out_of_scope,no_draft_policy,escalate,"escalate: out of scope, no retrieval grounding permitted (taxonomy section 7)",,[],[],0,77
1267719,out_of_scope,no_draft_policy,escalate,"escalate: out of scope, no retrieval grounding permitted (taxonomy section 7)",,[],[],0,77
2278627,out_of_scope,no_draft_policy,escalate,"escalate: out of scope, no retrieval grounding permitted (taxonomy section 7)",,[],[],0,77
1579090,out_of_scope,no_draft_policy,escalate,"escalate: out of scope, no retrieval grounding permitted (taxonomy section 7)",,[],[],0,77
1804440,out_of_scope,escalate_override,escalate,safety_override:phishing_or_scam,,[],[],0,32
1586269,out_of_scope,escalate_override,escalate,safety_override:phishing_or_scam,,[],[],0,32
762521,out_of_scope,escalate_override,escalate,safety_override:phishing_or_scam,,[],[],0,32
2807607,out_of_scope,escalate_override,escalate,safety_override:phishing_or_scam,,[],[],0,32
1212752,out_of_scope,escalate_override,escalate,safety_override:phishing_or_scam,,[],[],0,32
822693,out_of_scope,escalate_override,escalate,safety_override:phishing_or_scam,,[],[],0,32
2095637,out_of_scope,no_draft_policy,escalate,"escalate: out of scope, no retrieval grounding permitted (taxonomy section 7)",,[],[],0,77
1907948,out_of_scope,no_draft_policy,escalate,"escalate: out of scope, no retrieval grounding permitted (taxonomy section 7)",,[],[],0,77
1963169,out_of_scope,no_draft_policy,escalate,"escalate: out of scope, no retrieval grounding permitted (taxonomy section 7)",,[],[],0,77
1584663,out_of_scope,no_draft_policy,escalate,"escalate: out of scope, no retrieval grounding permitted (taxonomy section 7)",,[],[],0,77
2185519,out_of_scope,no_draft_policy,escalate,"escalate: out of scope, no retrieval grounding permitted (taxonomy section 7)",,[],[],0,77
2777580,out_of_scope,no_draft_policy,escalate,"escalate: out of scope, no retrieval grounding permitted (taxonomy section 7)",,[],[],0,77
